dataset,config,label_level,tagging_scheme,split_name,k,seed,entity_type,mention_count,target_k,meets_k,train_sentences,total_entity_mentions,share_of_mentions
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-car,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-food,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-game,22,20,True,579,2054,0.010710808179162609
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-other,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-ship,25,20,True,579,2054,0.012171372930866602
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-software,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-train,23,20,True,579,2054,0.011197663096397274
fewnerd,supervised,fine,BIO,k20_seed142,20,142,product-weapon,20,20,True,579,2054,0.009737098344693282
fewnerd,supervised,fine,BIO,k20_seed242,20,242,art-broadcastprogram,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,art-film,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,art-music,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,art-other,23,20,True,582,2124,0.010828625235404897
fewnerd,supervised,fine,BIO,k20_seed242,20,242,art-painting,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,art-writtenart,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-airport,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-hospital,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-hotel,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-library,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-other,53,20,True,582,2124,0.02495291902071563
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-restaurant,33,20,True,582,2124,0.015536723163841809
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-sportsfacility,26,20,True,582,2124,0.01224105461393597
fewnerd,supervised,fine,BIO,k20_seed242,20,242,building-theater,27,20,True,582,2124,0.012711864406779662
fewnerd,supervised,fine,BIO,k20_seed242,20,242,event-attack/battle/war/militaryconflict,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,event-disaster,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,event-election,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,event-other,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,event-protest,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,event-sportsevent,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-GPE,372,20,True,582,2124,0.1751412429378531
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-bodiesofwater,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-island,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-mountain,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-other,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-park,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,location-road/railway/highway/transit,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-company,65,20,True,582,2124,0.030602636534839925
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-education,29,20,True,582,2124,0.013653483992467044
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-government/governmentagency,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-media/newspaper,29,20,True,582,2124,0.013653483992467044
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-other,68,20,True,582,2124,0.032015065913371
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-politicalparty,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-religion,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-showorganization,23,20,True,582,2124,0.010828625235404897
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-sportsleague,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,organization-sportsteam,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-astronomything,23,20,True,582,2124,0.010828625235404897
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-award,23,20,True,582,2124,0.010828625235404897
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-biologything,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-chemicalthing,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-currency,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-disease,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-educationaldegree,23,20,True,582,2124,0.010828625235404897
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-god,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-language,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-law,25,20,True,582,2124,0.011770244821092278
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-livingthing,29,20,True,582,2124,0.013653483992467044
fewnerd,supervised,fine,BIO,k20_seed242,20,242,other-medical,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-actor,34,20,True,582,2124,0.0160075329566855
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-artist/author,61,20,True,582,2124,0.02871939736346516
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-athlete,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-director,29,20,True,582,2124,0.013653483992467044
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-other,109,20,True,582,2124,0.051318267419962336
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-politician,32,20,True,582,2124,0.015065913370998116
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-scholar,27,20,True,582,2124,0.012711864406779662
fewnerd,supervised,fine,BIO,k20_seed242,20,242,person-soldier,23,20,True,582,2124,0.010828625235404897
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-airplane,24,20,True,582,2124,0.011299435028248588
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-car,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-food,21,20,True,582,2124,0.009887005649717515
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-game,25,20,True,582,2124,0.011770244821092278
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-other,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-ship,26,20,True,582,2124,0.01224105461393597
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-software,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-train,22,20,True,582,2124,0.010357815442561206
fewnerd,supervised,fine,BIO,k20_seed242,20,242,product-weapon,20,20,True,582,2124,0.009416195856873822
fewnerd,supervised,fine,BIO,k20_seed42,20,42,art-broadcastprogram,30,20,True,588,2064,0.014534883720930232
fewnerd,supervised,fine,BIO,k20_seed42,20,42,art-film,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,art-music,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,art-other,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,art-painting,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,art-writtenart,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-airport,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-hospital,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-hotel,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-library,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-other,47,20,True,588,2064,0.022771317829457363
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-restaurant,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-sportsfacility,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,building-theater,25,20,True,588,2064,0.012112403100775194
fewnerd,supervised,fine,BIO,k20_seed42,20,42,event-attack/battle/war/militaryconflict,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,event-disaster,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,event-election,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,event-other,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,event-protest,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,event-sportsevent,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-GPE,327,20,True,588,2064,0.15843023255813954
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-bodiesofwater,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-island,32,20,True,588,2064,0.015503875968992248
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-mountain,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-other,45,20,True,588,2064,0.02180232558139535
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-park,26,20,True,588,2064,0.012596899224806201
fewnerd,supervised,fine,BIO,k20_seed42,20,42,location-road/railway/highway/transit,26,20,True,588,2064,0.012596899224806201
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-company,43,20,True,588,2064,0.020833333333333332
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-education,26,20,True,588,2064,0.012596899224806201
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-government/governmentagency,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-media/newspaper,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-other,75,20,True,588,2064,0.036337209302325583
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-politicalparty,25,20,True,588,2064,0.012112403100775194
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-religion,28,20,True,588,2064,0.013565891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-showorganization,24,20,True,588,2064,0.011627906976744186
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-sportsleague,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,organization-sportsteam,28,20,True,588,2064,0.013565891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-astronomything,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-award,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-biologything,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-chemicalthing,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-currency,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-disease,24,20,True,588,2064,0.011627906976744186
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-educationaldegree,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-god,24,20,True,588,2064,0.011627906976744186
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-language,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-law,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-livingthing,24,20,True,588,2064,0.011627906976744186
fewnerd,supervised,fine,BIO,k20_seed42,20,42,other-medical,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-actor,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-artist/author,64,20,True,588,2064,0.031007751937984496
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-athlete,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-director,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-other,129,20,True,588,2064,0.0625
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-politician,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-scholar,25,20,True,588,2064,0.012112403100775194
fewnerd,supervised,fine,BIO,k20_seed42,20,42,person-soldier,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-airplane,26,20,True,588,2064,0.012596899224806201
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-car,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-food,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-game,23,20,True,588,2064,0.011143410852713179
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-other,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-ship,28,20,True,588,2064,0.013565891472868217
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-software,21,20,True,588,2064,0.010174418604651164
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-train,20,20,True,588,2064,0.009689922480620155
fewnerd,supervised,fine,BIO,k20_seed42,20,42,product-weapon,22,20,True,588,2064,0.01065891472868217
fewnerd,supervised,fine,BIO,k50_seed142,50,142,art-broadcastprogram,56,50,True,1392,4862,0.011517893870835048
fewnerd,supervised,fine,BIO,k50_seed142,50,142,art-film,66,50,True,1392,4862,0.013574660633484163
fewnerd,supervised,fine,BIO,k50_seed142,50,142,art-music,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,art-other,56,50,True,1392,4862,0.011517893870835048
fewnerd,supervised,fine,BIO,k50_seed142,50,142,art-painting,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,art-writtenart,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-airport,56,50,True,1392,4862,0.011517893870835048
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-hospital,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-hotel,59,50,True,1392,4862,0.012134923899629783
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-library,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-other,80,50,True,1392,4862,0.016454134101192924
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-restaurant,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-sportsfacility,56,50,True,1392,4862,0.011517893870835048
fewnerd,supervised,fine,BIO,k50_seed142,50,142,building-theater,60,50,True,1392,4862,0.012340600575894693
fewnerd,supervised,fine,BIO,k50_seed142,50,142,event-attack/battle/war/militaryconflict,55,50,True,1392,4862,0.011312217194570135
fewnerd,supervised,fine,BIO,k50_seed142,50,142,event-disaster,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,event-election,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,event-other,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,event-protest,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,event-sportsevent,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-GPE,801,50,True,1392,4862,0.16474701768819416
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-bodiesofwater,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-island,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-mountain,52,50,True,1392,4862,0.0106951871657754
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-other,64,50,True,1392,4862,0.01316330728095434
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-park,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,location-road/railway/highway/transit,52,50,True,1392,4862,0.0106951871657754
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-company,119,50,True,1392,4862,0.024475524475524476
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-education,80,50,True,1392,4862,0.016454134101192924
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-government/governmentagency,57,50,True,1392,4862,0.011723570547099958
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-media/newspaper,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-other,114,50,True,1392,4862,0.023447141094199916
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-politicalparty,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-religion,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-showorganization,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-sportsleague,52,50,True,1392,4862,0.0106951871657754
fewnerd,supervised,fine,BIO,k50_seed142,50,142,organization-sportsteam,67,50,True,1392,4862,0.013780337309749074
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-astronomything,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-award,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-biologything,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-chemicalthing,50,50,True,1392,4862,0.010283833813245578
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-currency,52,50,True,1392,4862,0.0106951871657754
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-disease,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-educationaldegree,52,50,True,1392,4862,0.0106951871657754
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-god,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-language,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-law,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-livingthing,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,other-medical,58,50,True,1392,4862,0.01192924722336487
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-actor,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-artist/author,121,50,True,1392,4862,0.024886877828054297
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-athlete,70,50,True,1392,4862,0.014397367338543809
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-director,56,50,True,1392,4862,0.011517893870835048
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-other,302,50,True,1392,4862,0.062114356232003294
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-politician,93,50,True,1392,4862,0.019127930892636775
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-scholar,57,50,True,1392,4862,0.011723570547099958
fewnerd,supervised,fine,BIO,k50_seed142,50,142,person-soldier,67,50,True,1392,4862,0.013780337309749074
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-airplane,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-car,56,50,True,1392,4862,0.011517893870835048
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-food,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-game,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-other,54,50,True,1392,4862,0.011106540518305225
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-ship,58,50,True,1392,4862,0.01192924722336487
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-software,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-train,51,50,True,1392,4862,0.01048951048951049
fewnerd,supervised,fine,BIO,k50_seed142,50,142,product-weapon,53,50,True,1392,4862,0.010900863842040313
fewnerd,supervised,fine,BIO,k50_seed242,50,242,art-broadcastprogram,61,50,True,1421,4901,0.01244643950214242
fewnerd,supervised,fine,BIO,k50_seed242,50,242,art-film,53,50,True,1421,4901,0.010814119567435217
fewnerd,supervised,fine,BIO,k50_seed242,50,242,art-music,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,art-other,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,art-painting,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,art-writtenart,55,50,True,1421,4901,0.011222199551112018
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-airport,53,50,True,1421,4901,0.010814119567435217
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-hospital,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-hotel,54,50,True,1421,4901,0.011018159559273618
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-library,55,50,True,1421,4901,0.011222199551112018
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-other,90,50,True,1421,4901,0.01836359926545603
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-restaurant,52,50,True,1421,4901,0.010610079575596816
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-sportsfacility,54,50,True,1421,4901,0.011018159559273618
fewnerd,supervised,fine,BIO,k50_seed242,50,242,building-theater,65,50,True,1421,4901,0.013262599469496022
fewnerd,supervised,fine,BIO,k50_seed242,50,242,event-attack/battle/war/militaryconflict,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,event-disaster,53,50,True,1421,4901,0.010814119567435217
fewnerd,supervised,fine,BIO,k50_seed242,50,242,event-election,53,50,True,1421,4901,0.010814119567435217
fewnerd,supervised,fine,BIO,k50_seed242,50,242,event-other,55,50,True,1421,4901,0.011222199551112018
fewnerd,supervised,fine,BIO,k50_seed242,50,242,event-protest,53,50,True,1421,4901,0.010814119567435217
fewnerd,supervised,fine,BIO,k50_seed242,50,242,event-sportsevent,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-GPE,818,50,True,1421,4901,0.16690471332381146
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-bodiesofwater,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-island,66,50,True,1421,4901,0.013466639461334421
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-mountain,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-other,87,50,True,1421,4901,0.01775147928994083
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-park,57,50,True,1421,4901,0.01163027953478882
fewnerd,supervised,fine,BIO,k50_seed242,50,242,location-road/railway/highway/transit,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-company,140,50,True,1421,4901,0.028565598857376046
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-education,84,50,True,1421,4901,0.017139359314425628
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-government/governmentagency,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-media/newspaper,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-other,122,50,True,1421,4901,0.02489287900428484
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-politicalparty,54,50,True,1421,4901,0.011018159559273618
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-religion,56,50,True,1421,4901,0.011426239542950418
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-showorganization,57,50,True,1421,4901,0.01163027953478882
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-sportsleague,52,50,True,1421,4901,0.010610079575596816
fewnerd,supervised,fine,BIO,k50_seed242,50,242,organization-sportsteam,57,50,True,1421,4901,0.01163027953478882
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-astronomything,56,50,True,1421,4901,0.011426239542950418
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-award,55,50,True,1421,4901,0.011222199551112018
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-biologything,50,50,True,1421,4901,0.010201999591920016
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-chemicalthing,54,50,True,1421,4901,0.011018159559273618
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-currency,55,50,True,1421,4901,0.011222199551112018
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-disease,55,50,True,1421,4901,0.011222199551112018
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-educationaldegree,59,50,True,1421,4901,0.01203835951846562
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-god,58,50,True,1421,4901,0.011834319526627219
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-language,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-law,58,50,True,1421,4901,0.011834319526627219
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-livingthing,51,50,True,1421,4901,0.010406039583758417
fewnerd,supervised,fine,BIO,k50_seed242,50,242,other-medical,60,50,True,1421,4901,0.012242399510304019
